model,dataset,relative_path,video_sha256,theta,k,sequence_scores,detected,alert_score_index_zero_based,alert_frame_one_based,delay_seconds_at_25fps,alert_rolling_score
lstm_augmented_grouped,RLVS,Violence/V_763.mp4,612bbaa314c952438c6b0bbceb2c0ce5b90dde471302851b4cd169bde35b94a1,0.7,7,22,1,8,60,2.400000,0.740525365
gru_original_grouped,RLVS,Violence/V_763.mp4,612bbaa314c952438c6b0bbceb2c0ce5b90dde471302851b4cd169bde35b94a1,0.65,5,22,1,8,60,2.400000,0.758812422
gru_augmented_grouped,RLVS,Violence/V_763.mp4,612bbaa314c952438c6b0bbceb2c0ce5b90dde471302851b4cd169bde35b94a1,0.65,10,22,1,13,85,3.400000,0.712975340
lstm_original_grouped,RLVS,Violence/V_348.mp4,ff732541e6d730a969929bfa4256f293532baf2c62243b9bb6dc2cb688505ff5,0.7,5,27,1,4,40,1.600000,0.992862260
lstm_augmented_grouped,RLVS,Violence/V_348.mp4,ff732541e6d730a969929bfa4256f293532baf2c62243b9bb6dc2cb688505ff5,0.7,7,27,1,6,50,2.000000,0.982724922
gru_original_grouped,RLVS,Violence/V_348.mp4,ff732541e6d730a969929bfa4256f293532baf2c62243b9bb6dc2cb688505ff5,0.65,5,27,1,4,40,1.600000,0.992019081
gru_augmented_grouped,RLVS,Violence/V_348.mp4,ff732541e6d730a969929bfa4256f293532baf2c62243b9bb6dc2cb688505ff5,0.65,10,27,1,9,65,2.600000,0.976078922
lstm_original_grouped,RLVS,Violence/V_565.mp4,138505ab5c80b45134fd9eed1d0d95d1ece36fbce26424833e6e6514df82a9a7,0.7,5,34,1,4,40,1.600000,0.956430185
lstm_augmented_grouped,RLVS,Violence/V_565.mp4,138505ab5c80b45134fd9eed1d0d95d1ece36fbce26424833e6e6514df82a9a7,0.7,7,34,1,6,50,2.000000,0.976306132
gru_original_grouped,RLVS,Violence/V_565.mp4,138505ab5c80b45134fd9eed1d0d95d1ece36fbce26424833e6e6514df82a9a7,0.65,5,34,1,4,40,1.600000,0.913269532
gru_augmented_grouped,RLVS,Violence/V_565.mp4,138505ab5c80b45134fd9eed1d0d95d1ece36fbce26424833e6e6514df82a9a7,0.65,10,34,1,9,65,2.600000,0.973214525
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0444.avi,f59f705ebfbda5e02fc115209fdb780b13b7efbb389dc7a0fe5333a85d904134,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0444.avi,f59f705ebfbda5e02fc115209fdb780b13b7efbb389dc7a0fe5333a85d904134,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0444.avi,f59f705ebfbda5e02fc115209fdb780b13b7efbb389dc7a0fe5333a85d904134,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0444.avi,f59f705ebfbda5e02fc115209fdb780b13b7efbb389dc7a0fe5333a85d904134,0.65,10,27,0,,,,
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0468.avi,560694d2722d1cf0312e48029f696b280e0d021705966e0f695e5f3ae7986233,0.7,5,27,1,15,95,3.800000,0.735635400
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0468.avi,560694d2722d1cf0312e48029f696b280e0d021705966e0f695e5f3ae7986233,0.7,7,27,1,9,65,2.600000,0.707289057
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0468.avi,560694d2722d1cf0312e48029f696b280e0d021705966e0f695e5f3ae7986233,0.65,5,27,1,16,100,4.000000,0.668638194
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0468.avi,560694d2722d1cf0312e48029f696b280e0d021705966e0f695e5f3ae7986233,0.65,10,27,1,9,65,2.600000,0.724400234
lstm_original_grouped,RLVS,Violence/V_798.mp4,18caad4bfa0494da5d3860c054a87e3fd1b7325ff0d531c4121ec8d0cbd89ac0,0.7,5,21,1,4,40,1.600000,0.984367657
lstm_augmented_grouped,RLVS,Violence/V_798.mp4,18caad4bfa0494da5d3860c054a87e3fd1b7325ff0d531c4121ec8d0cbd89ac0,0.7,7,21,1,6,50,2.000000,0.972457256
gru_original_grouped,RLVS,Violence/V_798.mp4,18caad4bfa0494da5d3860c054a87e3fd1b7325ff0d531c4121ec8d0cbd89ac0,0.65,5,21,1,4,40,1.600000,0.945360672
gru_augmented_grouped,RLVS,Violence/V_798.mp4,18caad4bfa0494da5d3860c054a87e3fd1b7325ff0d531c4121ec8d0cbd89ac0,0.65,10,21,1,9,65,2.600000,0.922285801
lstm_original_grouped,RLVS,Violence/V_935.mp4,2e4c0e2e288b490edb864f4a154054b519954d53be5b9106661012c2f57acf15,0.7,5,21,1,4,40,1.600000,0.991580665
lstm_augmented_grouped,RLVS,Violence/V_935.mp4,2e4c0e2e288b490edb864f4a154054b519954d53be5b9106661012c2f57acf15,0.7,7,21,1,6,50,2.000000,0.989687085
gru_original_grouped,RLVS,Violence/V_935.mp4,2e4c0e2e288b490edb864f4a154054b519954d53be5b9106661012c2f57acf15,0.65,5,21,1,4,40,1.600000,0.996602464
gru_augmented_grouped,RLVS,Violence/V_935.mp4,2e4c0e2e288b490edb864f4a154054b519954d53be5b9106661012c2f57acf15,0.65,10,21,1,9,65,2.600000,0.997327530
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0447.avi,07198312953fa8d7e6f49647d3ccbbabd3cf30e0b033bd70e0d78ce33f86ed7f,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0447.avi,07198312953fa8d7e6f49647d3ccbbabd3cf30e0b033bd70e0d78ce33f86ed7f,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0447.avi,07198312953fa8d7e6f49647d3ccbbabd3cf30e0b033bd70e0d78ce33f86ed7f,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0447.avi,07198312953fa8d7e6f49647d3ccbbabd3cf30e0b033bd70e0d78ce33f86ed7f,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_358.mp4,0566b89d06553cc97cd61d8d9066a800aea6bec560e2a99c4c38bb5b098510f2,0.7,5,33,1,4,40,1.600000,0.985389626
lstm_augmented_grouped,RLVS,Violence/V_358.mp4,0566b89d06553cc97cd61d8d9066a800aea6bec560e2a99c4c38bb5b098510f2,0.7,7,33,1,6,50,2.000000,0.951825176
gru_original_grouped,RLVS,Violence/V_358.mp4,0566b89d06553cc97cd61d8d9066a800aea6bec560e2a99c4c38bb5b098510f2,0.65,5,33,1,4,40,1.600000,0.985190189
gru_augmented_grouped,RLVS,Violence/V_358.mp4,0566b89d06553cc97cd61d8d9066a800aea6bec560e2a99c4c38bb5b098510f2,0.65,10,33,1,9,65,2.600000,0.928181106
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0494.avi,cd3abeb93815cb0d34d8efd3b24ce2e4ac9a1894da3a550453a15d5f7ed11f82,0.7,5,27,1,9,65,2.600000,0.704256010
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0494.avi,cd3abeb93815cb0d34d8efd3b24ce2e4ac9a1894da3a550453a15d5f7ed11f82,0.7,7,27,1,8,60,2.400000,0.704109958
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0494.avi,cd3abeb93815cb0d34d8efd3b24ce2e4ac9a1894da3a550453a15d5f7ed11f82,0.65,5,27,1,9,65,2.600000,0.677563620
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0494.avi,cd3abeb93815cb0d34d8efd3b24ce2e4ac9a1894da3a550453a15d5f7ed11f82,0.65,10,27,1,10,70,2.800000,0.673524350
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0450.avi,248e8cbaf2c017e2003ea43655523454b432440fb9a075db79d0b86f713bc27b,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0450.avi,248e8cbaf2c017e2003ea43655523454b432440fb9a075db79d0b86f713bc27b,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0450.avi,248e8cbaf2c017e2003ea43655523454b432440fb9a075db79d0b86f713bc27b,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0450.avi,248e8cbaf2c017e2003ea43655523454b432440fb9a075db79d0b86f713bc27b,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_619.mp4,918b9d86b0f298b7e111114bc2bcec1eaded0a022c5d626ced0694bb5508f5e8,0.7,5,34,1,4,40,1.600000,0.935928309
lstm_augmented_grouped,RLVS,Violence/V_619.mp4,918b9d86b0f298b7e111114bc2bcec1eaded0a022c5d626ced0694bb5508f5e8,0.7,7,34,1,6,50,2.000000,0.929489000
gru_original_grouped,RLVS,Violence/V_619.mp4,918b9d86b0f298b7e111114bc2bcec1eaded0a022c5d626ced0694bb5508f5e8,0.65,5,34,1,4,40,1.600000,0.980028200
gru_augmented_grouped,RLVS,Violence/V_619.mp4,918b9d86b0f298b7e111114bc2bcec1eaded0a022c5d626ced0694bb5508f5e8,0.65,10,34,1,9,65,2.600000,0.969688290
lstm_original_grouped,RLVS,Violence/V_179.mp4,170d444adbdd89e655c5e68e34b5095f18256f07b038813af362f8064d6f7622,0.7,5,25,1,4,40,1.600000,0.989865422
lstm_augmented_grouped,RLVS,Violence/V_179.mp4,170d444adbdd89e655c5e68e34b5095f18256f07b038813af362f8064d6f7622,0.7,7,25,1,6,50,2.000000,0.988196833
gru_original_grouped,RLVS,Violence/V_179.mp4,170d444adbdd89e655c5e68e34b5095f18256f07b038813af362f8064d6f7622,0.65,5,25,1,4,40,1.600000,0.995215368
gru_augmented_grouped,RLVS,Violence/V_179.mp4,170d444adbdd89e655c5e68e34b5095f18256f07b038813af362f8064d6f7622,0.65,10,25,1,9,65,2.600000,0.992402852
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0027.avi,322ea847d20071827a4748a9c7d5877ef1c01028e9df569d469df9b6b7877941,0.7,5,27,1,4,40,1.600000,0.976872516
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0027.avi,322ea847d20071827a4748a9c7d5877ef1c01028e9df569d469df9b6b7877941,0.7,7,27,1,6,50,2.000000,0.974690199
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0027.avi,322ea847d20071827a4748a9c7d5877ef1c01028e9df569d469df9b6b7877941,0.65,5,27,1,4,40,1.600000,0.963333607
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0027.avi,322ea847d20071827a4748a9c7d5877ef1c01028e9df569d469df9b6b7877941,0.65,10,27,1,9,65,2.600000,0.978110862
lstm_original_grouped,RLVS,Violence/V_417.mp4,700e80d87e29edca5e28eac8e5f5e250c1d36ae37ddca3018b5b93d186e270b9,0.7,5,22,1,4,40,1.600000,0.958379269
lstm_augmented_grouped,RLVS,Violence/V_417.mp4,700e80d87e29edca5e28eac8e5f5e250c1d36ae37ddca3018b5b93d186e270b9,0.7,7,22,1,6,50,2.000000,0.814137203
gru_original_grouped,RLVS,Violence/V_417.mp4,700e80d87e29edca5e28eac8e5f5e250c1d36ae37ddca3018b5b93d186e270b9,0.65,5,22,1,4,40,1.600000,0.804319894
gru_augmented_grouped,RLVS,Violence/V_417.mp4,700e80d87e29edca5e28eac8e5f5e250c1d36ae37ddca3018b5b93d186e270b9,0.65,10,22,1,17,105,4.200000,0.673112077
lstm_original_grouped,RLVS,Violence/V_242.mp4,50f2fc912683ed5d40daf12de39a582505b4937aad8dfd88e707ccbb85430fe8,0.7,5,18,1,4,40,1.600000,0.926206279
lstm_augmented_grouped,RLVS,Violence/V_242.mp4,50f2fc912683ed5d40daf12de39a582505b4937aad8dfd88e707ccbb85430fe8,0.7,7,18,1,6,50,2.000000,0.899890729
gru_original_grouped,RLVS,Violence/V_242.mp4,50f2fc912683ed5d40daf12de39a582505b4937aad8dfd88e707ccbb85430fe8,0.65,5,18,1,4,40,1.600000,0.905081439
gru_augmented_grouped,RLVS,Violence/V_242.mp4,50f2fc912683ed5d40daf12de39a582505b4937aad8dfd88e707ccbb85430fe8,0.65,10,18,1,9,65,2.600000,0.944180703
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0749.avi,24849bd1ba95c538c329ea1c7b66c4188d4320ee8ce3008c919737ad8b2bb896,0.7,5,27,1,4,40,1.600000,0.961822653
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0749.avi,24849bd1ba95c538c329ea1c7b66c4188d4320ee8ce3008c919737ad8b2bb896,0.7,7,27,1,6,50,2.000000,0.964958480
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0749.avi,24849bd1ba95c538c329ea1c7b66c4188d4320ee8ce3008c919737ad8b2bb896,0.65,5,27,1,4,40,1.600000,0.956477678
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0749.avi,24849bd1ba95c538c329ea1c7b66c4188d4320ee8ce3008c919737ad8b2bb896,0.65,10,27,1,9,65,2.600000,0.923799253
lstm_original_grouped,RLVS,Violence/V_724.mp4,34bb57d9be61595bcbee141c341af341ac43c1dd79bee4774e48c0b3a869773b,0.7,5,20,1,4,40,1.600000,0.892887759
lstm_augmented_grouped,RLVS,Violence/V_724.mp4,34bb57d9be61595bcbee141c341af341ac43c1dd79bee4774e48c0b3a869773b,0.7,7,20,1,6,50,2.000000,0.798661709
gru_original_grouped,RLVS,Violence/V_724.mp4,34bb57d9be61595bcbee141c341af341ac43c1dd79bee4774e48c0b3a869773b,0.65,5,20,1,4,40,1.600000,0.769167554
gru_augmented_grouped,RLVS,Violence/V_724.mp4,34bb57d9be61595bcbee141c341af341ac43c1dd79bee4774e48c0b3a869773b,0.65,10,20,1,9,65,2.600000,0.898337632
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0642.avi,da204828f27e6a0a0367e8f382d49b55c5e03b4067349eada300a08b99470ca9,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0642.avi,da204828f27e6a0a0367e8f382d49b55c5e03b4067349eada300a08b99470ca9,0.7,7,27,1,6,50,2.000000,0.827479916
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0642.avi,da204828f27e6a0a0367e8f382d49b55c5e03b4067349eada300a08b99470ca9,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0642.avi,da204828f27e6a0a0367e8f382d49b55c5e03b4067349eada300a08b99470ca9,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_160.mp4,6347a4cbe4dcc44c9377d6039a493cd1e0ec5c727ed47c50d60b1117a9a1f97e,0.7,5,18,1,4,40,1.600000,0.981120729
lstm_augmented_grouped,RLVS,Violence/V_160.mp4,6347a4cbe4dcc44c9377d6039a493cd1e0ec5c727ed47c50d60b1117a9a1f97e,0.7,7,18,1,6,50,2.000000,0.978785106
gru_original_grouped,RLVS,Violence/V_160.mp4,6347a4cbe4dcc44c9377d6039a493cd1e0ec5c727ed47c50d60b1117a9a1f97e,0.65,5,18,1,4,40,1.600000,0.970019519
gru_augmented_grouped,RLVS,Violence/V_160.mp4,6347a4cbe4dcc44c9377d6039a493cd1e0ec5c727ed47c50d60b1117a9a1f97e,0.65,10,18,1,9,65,2.600000,0.974860907
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0243.avi,c62139ca58ea434f6a93bb8bc09f7f78efb49d14b41629492fc060454eac2ce9,0.7,5,27,1,4,40,1.600000,0.868590462
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0243.avi,c62139ca58ea434f6a93bb8bc09f7f78efb49d14b41629492fc060454eac2ce9,0.7,7,27,1,6,50,2.000000,0.920532175
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0243.avi,c62139ca58ea434f6a93bb8bc09f7f78efb49d14b41629492fc060454eac2ce9,0.65,5,27,1,4,40,1.600000,0.884846866
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0243.avi,c62139ca58ea434f6a93bb8bc09f7f78efb49d14b41629492fc060454eac2ce9,0.65,10,27,1,9,65,2.600000,0.761551356
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0067.avi,104beb5cc89457c5af91d0848bdced77e195dd3c79652e0986b64a65c8423ad3,0.7,5,27,1,22,130,5.200000,0.756560123
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0067.avi,104beb5cc89457c5af91d0848bdced77e195dd3c79652e0986b64a65c8423ad3,0.7,7,27,1,21,125,5.000000,0.703990519
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0067.avi,104beb5cc89457c5af91d0848bdced77e195dd3c79652e0986b64a65c8423ad3,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0067.avi,104beb5cc89457c5af91d0848bdced77e195dd3c79652e0986b64a65c8423ad3,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_533.mp4,66a29aa9c7e5a84516aaf831373ac6aa7f67dbbb905cc3e1d78f064e87dbbb4f,0.7,5,34,1,4,40,1.600000,0.993498111
lstm_augmented_grouped,RLVS,Violence/V_533.mp4,66a29aa9c7e5a84516aaf831373ac6aa7f67dbbb905cc3e1d78f064e87dbbb4f,0.7,7,34,1,6,50,2.000000,0.990067167
gru_original_grouped,RLVS,Violence/V_533.mp4,66a29aa9c7e5a84516aaf831373ac6aa7f67dbbb905cc3e1d78f064e87dbbb4f,0.65,5,34,1,4,40,1.600000,0.996805286
gru_augmented_grouped,RLVS,Violence/V_533.mp4,66a29aa9c7e5a84516aaf831373ac6aa7f67dbbb905cc3e1d78f064e87dbbb4f,0.65,10,34,1,9,65,2.600000,0.998041624
lstm_original_grouped,RLVS,Violence/V_166.mp4,76269140f93ef5a316d9c7e4c2f7e5c282be4a2f1995aaee195d927ae3ec18b1,0.7,5,21,1,4,40,1.600000,0.994103003
lstm_augmented_grouped,RLVS,Violence/V_166.mp4,76269140f93ef5a316d9c7e4c2f7e5c282be4a2f1995aaee195d927ae3ec18b1,0.7,7,21,1,6,50,2.000000,0.989374416
gru_original_grouped,RLVS,Violence/V_166.mp4,76269140f93ef5a316d9c7e4c2f7e5c282be4a2f1995aaee195d927ae3ec18b1,0.65,5,21,1,4,40,1.600000,0.996276891
gru_augmented_grouped,RLVS,Violence/V_166.mp4,76269140f93ef5a316d9c7e4c2f7e5c282be4a2f1995aaee195d927ae3ec18b1,0.65,10,21,1,9,65,2.600000,0.992207074
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0175.avi,fa8ac7c1d0fe9d52ce0761004024c699738db527d2e4feebdadc99d070114dd8,0.7,5,27,1,9,65,2.600000,0.700166810
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0175.avi,fa8ac7c1d0fe9d52ce0761004024c699738db527d2e4feebdadc99d070114dd8,0.7,7,27,1,6,50,2.000000,0.765200453
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0175.avi,fa8ac7c1d0fe9d52ce0761004024c699738db527d2e4feebdadc99d070114dd8,0.65,5,27,1,6,50,2.000000,0.660037029
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0175.avi,fa8ac7c1d0fe9d52ce0761004024c699738db527d2e4feebdadc99d070114dd8,0.65,10,27,1,9,65,2.600000,0.679965919
lstm_original_grouped,RLVS,Violence/V_258.mp4,5cd345abc576393aa9b267dba7634676b61d147335ac488aceacecd3a6061d5f,0.7,5,28,1,4,40,1.600000,0.923592365
lstm_augmented_grouped,RLVS,Violence/V_258.mp4,5cd345abc576393aa9b267dba7634676b61d147335ac488aceacecd3a6061d5f,0.7,7,28,1,6,50,2.000000,0.954635007
gru_original_grouped,RLVS,Violence/V_258.mp4,5cd345abc576393aa9b267dba7634676b61d147335ac488aceacecd3a6061d5f,0.65,5,28,1,4,40,1.600000,0.959672809
gru_augmented_grouped,RLVS,Violence/V_258.mp4,5cd345abc576393aa9b267dba7634676b61d147335ac488aceacecd3a6061d5f,0.65,10,28,1,9,65,2.600000,0.946388197
lstm_original_grouped,RLVS,Violence/V_679.mp4,d1dd4c62601f480073a6786ee80a86eb2cd3e3826fa872479d9c2ee7905bbd03,0.7,5,22,1,4,40,1.600000,0.976864100
lstm_augmented_grouped,RLVS,Violence/V_679.mp4,d1dd4c62601f480073a6786ee80a86eb2cd3e3826fa872479d9c2ee7905bbd03,0.7,7,22,1,6,50,2.000000,0.917371162
gru_original_grouped,RLVS,Violence/V_679.mp4,d1dd4c62601f480073a6786ee80a86eb2cd3e3826fa872479d9c2ee7905bbd03,0.65,5,22,1,4,40,1.600000,0.986454403
gru_augmented_grouped,RLVS,Violence/V_679.mp4,d1dd4c62601f480073a6786ee80a86eb2cd3e3826fa872479d9c2ee7905bbd03,0.65,10,22,1,9,65,2.600000,0.968460172
lstm_original_grouped,RLVS,Violence/V_934.mp4,40be2c6ab6928337561529a0d9fab6f0b6c4d8fa16f5401c20934d6614e6b219,0.7,5,24,1,4,40,1.600000,0.994207382
lstm_augmented_grouped,RLVS,Violence/V_934.mp4,40be2c6ab6928337561529a0d9fab6f0b6c4d8fa16f5401c20934d6614e6b219,0.7,7,24,1,6,50,2.000000,0.992832158
gru_original_grouped,RLVS,Violence/V_934.mp4,40be2c6ab6928337561529a0d9fab6f0b6c4d8fa16f5401c20934d6614e6b219,0.65,5,24,1,4,40,1.600000,0.996347642
gru_augmented_grouped,RLVS,Violence/V_934.mp4,40be2c6ab6928337561529a0d9fab6f0b6c4d8fa16f5401c20934d6614e6b219,0.65,10,24,1,9,65,2.600000,0.996176863
lstm_original_grouped,RLVS,Violence/V_703.mp4,d66db3869b7076c350065b3d8fa2417cefbd1c29854cc48ed636faa7eb979aea,0.7,5,22,1,4,40,1.600000,0.972938395
lstm_augmented_grouped,RLVS,Violence/V_703.mp4,d66db3869b7076c350065b3d8fa2417cefbd1c29854cc48ed636faa7eb979aea,0.7,7,22,1,6,50,2.000000,0.731984560
gru_original_grouped,RLVS,Violence/V_703.mp4,d66db3869b7076c350065b3d8fa2417cefbd1c29854cc48ed636faa7eb979aea,0.65,5,22,1,4,40,1.600000,0.972556734
gru_augmented_grouped,RLVS,Violence/V_703.mp4,d66db3869b7076c350065b3d8fa2417cefbd1c29854cc48ed636faa7eb979aea,0.65,10,22,1,9,65,2.600000,0.963546908
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0344.avi,cacb953d5cc4154031d7b4ad97ea58ffe32961bb76907bd2bf7ce754d08ed340,0.7,5,27,1,22,130,5.200000,0.715180242
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0344.avi,cacb953d5cc4154031d7b4ad97ea58ffe32961bb76907bd2bf7ce754d08ed340,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0344.avi,cacb953d5cc4154031d7b4ad97ea58ffe32961bb76907bd2bf7ce754d08ed340,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0344.avi,cacb953d5cc4154031d7b4ad97ea58ffe32961bb76907bd2bf7ce754d08ed340,0.65,10,27,0,,,,
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0335.avi,24c3b567658a4484b3efdbde76ac00a71a2ec61a30cc133055e5eabc3d372229,0.7,5,27,1,4,40,1.600000,0.989278603
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0335.avi,24c3b567658a4484b3efdbde76ac00a71a2ec61a30cc133055e5eabc3d372229,0.7,7,27,1,6,50,2.000000,0.979440468
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0335.avi,24c3b567658a4484b3efdbde76ac00a71a2ec61a30cc133055e5eabc3d372229,0.65,5,27,1,4,40,1.600000,0.940295422
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0335.avi,24c3b567658a4484b3efdbde76ac00a71a2ec61a30cc133055e5eabc3d372229,0.65,10,27,1,9,65,2.600000,0.926909232
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0442.avi,bb8933ebb62942b772b403e5f4c79aae30aa527d809192957b81ad8dcf739efa,0.7,5,27,1,4,40,1.600000,0.814643955
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0442.avi,bb8933ebb62942b772b403e5f4c79aae30aa527d809192957b81ad8dcf739efa,0.7,7,27,1,6,50,2.000000,0.850061366
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0442.avi,bb8933ebb62942b772b403e5f4c79aae30aa527d809192957b81ad8dcf739efa,0.65,5,27,1,4,40,1.600000,0.683462799
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0442.avi,bb8933ebb62942b772b403e5f4c79aae30aa527d809192957b81ad8dcf739efa,0.65,10,27,1,9,65,2.600000,0.887616026
lstm_original_grouped,RLVS,Violence/V_822.mp4,b34ef5b63ddd4e6f9b91820b60b9e7195ef1471e43db60bfcd62d2558993ced4,0.7,5,22,1,4,40,1.600000,0.989645171
lstm_augmented_grouped,RLVS,Violence/V_822.mp4,b34ef5b63ddd4e6f9b91820b60b9e7195ef1471e43db60bfcd62d2558993ced4,0.7,7,22,1,6,50,2.000000,0.986922886
gru_original_grouped,RLVS,Violence/V_822.mp4,b34ef5b63ddd4e6f9b91820b60b9e7195ef1471e43db60bfcd62d2558993ced4,0.65,5,22,1,4,40,1.600000,0.980130672
gru_augmented_grouped,RLVS,Violence/V_822.mp4,b34ef5b63ddd4e6f9b91820b60b9e7195ef1471e43db60bfcd62d2558993ced4,0.65,10,22,1,9,65,2.600000,0.991457534
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0213.avi,e533e9581ee19303dcbb85a993c39ae026206741c7c0ee2e7b5140201b9f5e26,0.7,5,27,1,4,40,1.600000,0.903831077
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0213.avi,e533e9581ee19303dcbb85a993c39ae026206741c7c0ee2e7b5140201b9f5e26,0.7,7,27,1,6,50,2.000000,0.943317073
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0213.avi,e533e9581ee19303dcbb85a993c39ae026206741c7c0ee2e7b5140201b9f5e26,0.65,5,27,1,4,40,1.600000,0.805794871
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0213.avi,e533e9581ee19303dcbb85a993c39ae026206741c7c0ee2e7b5140201b9f5e26,0.65,10,27,1,9,65,2.600000,0.737750375
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0376.avi,eaacb8f424876a7d3a6de26699f301dbfe1a52f8f73f57ab34d415f6783ba8a9,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0376.avi,eaacb8f424876a7d3a6de26699f301dbfe1a52f8f73f57ab34d415f6783ba8a9,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0376.avi,eaacb8f424876a7d3a6de26699f301dbfe1a52f8f73f57ab34d415f6783ba8a9,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0376.avi,eaacb8f424876a7d3a6de26699f301dbfe1a52f8f73f57ab34d415f6783ba8a9,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_841.mp4,6f2bb49e7cce481f8f2edf2cdd419208824ffbbdd7bed2498dee293e57efa499,0.7,5,27,1,4,40,1.600000,0.899241579
lstm_augmented_grouped,RLVS,Violence/V_841.mp4,6f2bb49e7cce481f8f2edf2cdd419208824ffbbdd7bed2498dee293e57efa499,0.7,7,27,1,6,50,2.000000,0.953551097
